ID,Date,Value,Category,Score,Status,Quantity,Price,Region,Priority
8415,2046-01-14,9457,A,71.48,Active,364,56.04,Central,Medium
8416,2046-01-15,7476,B,62.51,Active,152,444.74,South,High
8417,2046-01-16,4148,B,79.82,Pending,924,353.39,North,Medium
8418,2046-01-17,4359,D,6.85,Closed,425,559.77,Central,High
8419,2046-01-18,2004,C,21.01,Closed,658,714.81,East,Low
8420,2046-01-19,5717,B,15.45,Pending,561,49.61,Central,Low
8421,2046-01-20,4271,A,19.06,Closed,469,501.25,South,Medium
8422,2046-01-21,1209,C,10.3,Closed,410,863.35,East,High
8423,2046-01-22,6539,A,56.21,Pending,515,460.61,East,Low
8424,2046-01-23,1153,A,59.34,Closed,251,526.03,West,Low
8425,2046-01-24,4593,B,84.35,Active,77,491.92,South,Medium
8426,2046-01-25,9606,D,41.77,Pending,422,395.89,South,High
8427,2046-01-26,2284,D,53.24,Active,732,119.02,Central,Low
8428,2046-01-27,4148,A,99.13,Pending,910,135.09,South,High
8429,2046-01-28,1768,B,53.18,Active,385,187.3,East,High
8430,2046-01-29,6607,A,57.36,Closed,860,794.64,East,High
8431,2046-01-30,4202,C,99.59,Active,379,282.58,Central,High
8432,2046-01-31,3787,A,99.41,Active,228,948.64,East,High
8433,2046-02-01,3210,B,42.4,Active,118,812.07,Central,Medium
8434,2046-02-02,8399,A,63.49,Active,267,687.7,West,Medium
8435,2046-02-03,7338,B,48.08,Active,235,723.19,South,Low
8436,2046-02-04,9733,D,72.07,Pending,168,57.16,South,High
8437,2046-02-05,1358,B,93.84,Active,772,572.71,South,High
8438,2046-02-06,1849,C,30.97,Active,930,941.65,West,Low
8439,2046-02-07,8498,B,81.89,Pending,705,48.72,South,High
8440,2046-02-08,5522,C,65.48,Pending,696,298.11,West,Low
8441,2046-02-09,3544,C,28.02,Closed,522,61.0,West,Medium
8442,2046-02-10,2831,A,79.73,Active,337,574.04,Central,High
8443,2046-02-11,2472,C,42.71,Active,327,125.04,North,High
8444,2046-02-12,1329,B,12.04,Closed,359,484.46,North,High
8445,2046-02-13,6851,D,99.34,Active,448,722.75,Central,High
8446,2046-02-14,8032,B,42.56,Closed,653,172.79,Central,High
8447,2046-02-15,6266,D,54.16,Pending,534,757.81,Central,Medium
8448,2046-02-16,5354,C,80.8,Active,824,69.6,South,High
8449,2046-02-17,7435,A,96.09,Active,890,158.13,East,High
8450,2046-02-18,8978,C,87.29,Pending,705,287.31,Central,Low
8451,2046-02-19,5238,C,52.51,Active,604,798.14,West,Medium
8452,2046-02-20,7112,D,54.57,Pending,97,851.64,North,High
8453,2046-02-21,5722,B,28.09,Pending,653,228.18,South,High
8454,2046-02-22,2388,A,46.28,Closed,769,104.83,East,Medium
8455,2046-02-23,5185,A,94.68,Pending,550,849.47,North,Low
8456,2046-02-24,9911,A,72.69,Closed,759,652.87,North,Medium
8457,2046-02-25,4235,A,1.19,Pending,256,166.28,North,Medium
8458,2046-02-26,5576,B,11.65,Closed,442,562.14,West,Low
8459,2046-02-27,2100,A,92.38,Closed,409,873.65,West,Medium
8460,2046-02-28,9864,D,84.87,Closed,810,78.82,West,Low
8461,2046-03-01,9708,D,48.62,Closed,85,92.88,East,Low
8462,2046-03-02,3532,A,61.7,Active,417,280.87,North,High
8463,2046-03-03,8770,A,28.96,Pending,953,655.74,Central,High
8464,2046-03-04,4670,B,79.28,Pending,549,186.23,East,Medium
8465,2046-03-05,1781,B,60.33,Pending,502,818.2,West,High
8466,2046-03-06,4523,A,69.48,Pending,697,752.93,West,Low
8467,2046-03-07,7131,B,37.49,Closed,98,565.39,West,Low
8468,2046-03-08,5782,C,43.04,Active,830,124.91,South,Medium
8469,2046-03-09,5995,A,20.77,Pending,899,988.34,North,Medium
8470,2046-03-10,2501,B,94.81,Pending,542,495.13,Central,High
8471,2046-03-11,4080,D,94.66,Pending,503,457.55,North,Medium
8472,2046-03-12,1502,A,81.78,Closed,451,995.61,East,Medium
8473,2046-03-13,4885,A,93.56,Pending,191,865.23,South,Medium
8474,2046-03-14,9009,D,66.53,Pending,850,461.8,East,Low
8475,2046-03-15,1623,D,23.47,Active,791,424.61,West,High
8476,2046-03-16,2050,B,76.02,Closed,968,104.95,West,Low
8477,2046-03-17,8385,D,32.53,Active,201,927.25,Central,Low
8478,2046-03-18,7081,C,44.05,Pending,322,845.34,North,Medium
8479,2046-03-19,6484,A,27.44,Closed,701,316.9,East,Low
8480,2046-03-20,4772,C,42.36,Pending,258,755.79,West,High
8481,2046-03-21,4916,B,67.93,Pending,155,765.1,Central,High
8482,2046-03-22,5018,D,11.06,Closed,944,235.63,Central,High
8483,2046-03-23,2329,A,10.52,Active,487,617.52,East,Low
8484,2046-03-24,5114,D,68.38,Closed,831,262.48,North,Low
8485,2046-03-25,4367,D,77.96,Closed,228,791.99,South,Low
8486,2046-03-26,9095,B,55.15,Active,517,162.27,Central,High
8487,2046-03-27,6141,B,18.16,Closed,641,672.22,East,High
8488,2046-03-28,4951,B,43.08,Active,511,332.75,West,High
8489,2046-03-29,6084,B,75.82,Active,918,45.82,South,Low
8490,2046-03-30,2573,A,68.57,Closed,74,132.47,South,High
8491,2046-03-31,3634,C,10.99,Closed,365,658.35,North,High
8492,2046-04-01,3768,C,96.91,Active,24,247.52,East,Medium
8493,2046-04-02,6302,A,22.34,Active,827,634.73,North,Low
8494,2046-04-03,7250,D,22.04,Active,463,420.67,Central,Low
8495,2046-04-04,2211,A,45.99,Active,481,695.79,Central,High
8496,2046-04-05,9967,C,32.72,Active,946,498.02,East,Medium
8497,2046-04-06,6955,C,98.4,Closed,791,315.46,West,Medium
8498,2046-04-07,2160,A,7.65,Pending,718,154.36,Central,High
8499,2046-04-08,6977,B,30.64,Closed,658,347.69,Central,Medium
8500,2046-04-09,8041,D,38.27,Pending,89,638.55,West,High
8501,2046-04-10,3383,A,49.35,Active,534,743.07,South,Low
8502,2046-04-11,6876,C,1.64,Closed,300,168.74,East,Medium
8503,2046-04-12,4540,B,8.24,Pending,44,667.63,South,Medium
8504,2046-04-13,5635,D,25.78,Active,37,187.49,North,Medium
8505,2046-04-14,2095,C,55.4,Closed,519,229.6,West,High
8506,2046-04-15,6901,D,76.78,Pending,474,536.0,East,Low
8507,2046-04-16,9215,B,68.65,Closed,280,296.31,West,Medium
8508,2046-04-17,2079,C,56.7,Pending,461,664.98,West,Low
8509,2046-04-18,9370,B,39.72,Closed,169,956.22,South,Low
8510,2046-04-19,3847,A,87.07,Closed,70,157.4,South,Medium
8511,2046-04-20,2960,A,45.98,Pending,213,574.81,North,Low
8512,2046-04-21,2473,D,29.93,Closed,583,924.07,East,High
8513,2046-04-22,5888,B,62.93,Closed,914,184.76,West,High
8514,2046-04-23,5979,B,69.21,Active,719,373.18,North,High
8515,2046-04-24,2212,D,39.85,Pending,72,132.38,West,Low
8516,2046-04-25,6697,D,2.81,Closed,828,645.62,North,High
8517,2046-04-26,1419,D,9.41,Pending,180,672.45,West,Medium
8518,2046-04-27,4659,A,84.56,Closed,208,667.54,South,Low
8519,2046-04-28,6283,D,5.65,Pending,177,546.71,Central,High
8520,2046-04-29,2340,A,59.2,Pending,707,748.8,North,High
8521,2046-04-30,6137,D,18.37,Active,301,45.52,North,High
8522,2046-05-01,6189,B,22.89,Active,905,957.94,Central,High
8523,2046-05-02,2361,B,27.33,Pending,884,229.88,South,Medium
8524,2046-05-03,1591,D,3.83,Closed,751,130.35,North,High
8525,2046-05-04,1526,D,17.72,Pending,154,941.72,South,Medium
8526,2046-05-05,8855,A,65.05,Closed,154,832.13,West,Low
8527,2046-05-06,2292,C,49.87,Pending,30,767.22,West,Medium
8528,2046-05-07,2654,A,79.73,Active,27,113.7,Central,High
8529,2046-05-08,1187,B,6.12,Active,976,809.45,East,High
8530,2046-05-09,3758,D,88.89,Closed,240,612.93,South,Low
8531,2046-05-10,9720,B,99.64,Pending,755,734.59,East,Medium
8532,2046-05-11,9625,C,1.57,Closed,644,978.29,East,High
8533,2046-05-12,7431,A,96.76,Active,691,202.5,South,Medium
8534,2046-05-13,7037,B,23.59,Pending,851,509.34,East,High
8535,2046-05-14,9494,A,69.25,Active,98,755.82,North,Low
8536,2046-05-15,5182,D,29.25,Active,326,439.32,West,Medium
8537,2046-05-16,7973,B,52.18,Pending,237,64.11,Central,High
8538,2046-05-17,1437,C,51.04,Closed,847,120.32,South,Low
8539,2046-05-18,1832,A,36.11,Pending,138,606.07,Central,High
8540,2046-05-19,9988,A,71.75,Active,630,292.15,West,High
8541,2046-05-20,9751,C,59.96,Active,618,146.46,Central,Low
8542,2046-05-21,9953,B,50.83,Active,548,346.49,South,Medium
8543,2046-05-22,6794,B,98.28,Active,46,208.97,Central,Medium
8544,2046-05-23,4574,A,94.0,Closed,616,33.7,East,Low
8545,2046-05-24,4785,C,95.54,Pending,390,160.3,East,Low
8546,2046-05-25,6220,A,88.13,Pending,364,884.25,West,Low
8547,2046-05-26,8750,A,25.52,Closed,360,21.92,East,Low
8548,2046-05-27,7818,D,35.0,Closed,582,776.11,Central,Medium
8549,2046-05-28,1684,B,23.11,Active,207,755.93,North,Low
8550,2046-05-29,5233,B,98.62,Pending,733,568.6,Central,Low
8551,2046-05-30,1577,D,15.27,Pending,601,216.36,North,Medium
8552,2046-05-31,9007,B,36.65,Pending,979,879.28,Central,High
8553,2046-06-01,1227,B,19.9,Closed,974,480.32,North,High
8554,2046-06-02,3328,B,22.35,Active,515,181.47,North,Medium
8555,2046-06-03,3731,C,24.71,Active,946,434.73,South,Medium
8556,2046-06-04,1430,D,63.97,Pending,810,202.97,South,Medium
8557,2046-06-05,2709,A,7.6,Active,366,382.25,Central,Medium
8558,2046-06-06,6782,C,57.25,Closed,974,501.72,East,Low
8559,2046-06-07,2234,A,81.93,Closed,438,366.3,South,Low
8560,2046-06-08,9493,D,76.65,Pending,231,660.47,North,Medium
8561,2046-06-09,6205,D,15.12,Active,423,936.56,Central,High
8562,2046-06-10,2420,D,91.47,Closed,469,354.67,East,High
8563,2046-06-11,1768,B,77.01,Closed,630,362.18,Central,Medium
8564,2046-06-12,7034,C,0.53,Closed,311,740.92,North,Medium
8565,2046-06-13,9635,D,73.74,Closed,395,535.29,South,High
8566,2046-06-14,4104,A,73.74,Active,114,434.55,South,High
8567,2046-06-15,5355,B,49.68,Closed,202,815.67,West,Low
8568,2046-06-16,4305,B,4.6,Closed,463,892.13,West,High
8569,2046-06-17,2538,C,57.99,Active,542,594.68,Central,High
8570,2046-06-18,2331,C,76.57,Pending,364,193.25,Central,High
8571,2046-06-19,9168,C,27.09,Pending,247,471.62,East,High
8572,2046-06-20,7939,B,66.71,Closed,593,509.33,South,Low
8573,2046-06-21,9261,D,35.39,Pending,246,437.89,South,Low
8574,2046-06-22,6558,A,57.39,Active,184,269.81,West,Low
8575,2046-06-23,6944,D,38.46,Closed,413,477.6,North,High
8576,2046-06-24,8126,A,30.38,Active,273,452.08,North,Low
8577,2046-06-25,1480,D,85.59,Pending,545,217.4,West,Medium
8578,2046-06-26,6263,C,75.38,Pending,614,904.4,Central,Low
8579,2046-06-27,5094,A,34.54,Closed,277,886.49,South,High
8580,2046-06-28,7167,B,43.46,Pending,623,762.02,South,High
8581,2046-06-29,3793,A,69.17,Closed,499,406.94,South,Medium
8582,2046-06-30,3892,B,81.11,Closed,718,376.64,North,Low
8583,2046-07-01,2198,D,68.43,Active,778,719.3,Central,Medium
8584,2046-07-02,9011,C,54.09,Pending,490,612.04,North,High
8585,2046-07-03,3372,A,95.44,Pending,215,604.59,Central,Low
8586,2046-07-04,2892,B,77.41,Closed,103,132.87,West,Low
8587,2046-07-05,6790,D,11.56,Closed,807,622.1,Central,Low
8588,2046-07-06,2883,C,55.81,Closed,590,902.84,North,Medium
8589,2046-07-07,6467,C,40.96,Closed,175,94.96,South,High
8590,2046-07-08,1797,C,79.49,Active,854,345.78,North,Low
8591,2046-07-09,9209,D,4.47,Pending,52,513.92,West,Medium
8592,2046-07-10,9235,D,41.07,Active,297,689.15,South,Medium
8593,2046-07-11,1154,D,31.83,Pending,988,98.74,North,Low
8594,2046-07-12,5962,C,14.12,Active,175,874.08,South,Medium
8595,2046-07-13,5080,A,37.88,Closed,969,50.14,West,High
8596,2046-07-14,9050,B,67.28,Active,343,859.11,Central,Low
8597,2046-07-15,6947,D,36.17,Active,711,37.38,Central,Medium
8598,2046-07-16,5320,A,58.0,Closed,600,161.99,East,Medium
8599,2046-07-17,2892,B,59.28,Closed,171,802.32,South,Low
8600,2046-07-18,4424,C,58.71,Pending,37,861.56,West,Medium
8601,2046-07-19,3015,A,52.95,Pending,635,982.44,North,High
8602,2046-07-20,7673,C,11.7,Active,201,124.56,North,Medium
8603,2046-07-21,7032,B,21.85,Active,64,531.19,East,High
8604,2046-07-22,5833,D,80.01,Active,486,86.38,North,Low
8605,2046-07-23,1565,C,50.24,Closed,455,164.84,West,Low
8606,2046-07-24,8412,A,70.61,Pending,700,182.75,West,Medium
8607,2046-07-25,3018,D,56.99,Active,727,72.75,Central,High
8608,2046-07-26,3314,A,3.87,Pending,409,894.05,South,Medium
8609,2046-07-27,5412,B,79.62,Pending,887,135.09,South,High
8610,2046-07-28,4883,B,6.43,Closed,755,633.05,North,Low
8611,2046-07-29,9216,D,94.32,Closed,150,629.49,South,Low
8612,2046-07-30,7739,A,21.54,Active,502,206.66,East,Low
8613,2046-07-31,8902,A,51.24,Active,939,998.43,South,Low
8614,2046-08-01,2189,A,6.36,Active,636,353.89,North,High
8615,2046-08-02,8156,A,89.49,Active,967,906.04,South,High
8616,2046-08-03,8342,B,97.99,Active,710,948.8,West,Medium
8617,2046-08-04,7884,A,14.63,Pending,548,949.5,West,Medium
8618,2046-08-05,4157,B,29.58,Pending,814,755.31,Central,Medium
8619,2046-08-06,6520,A,1.59,Closed,278,261.27,Central,Medium
8620,2046-08-07,2741,A,78.7,Closed,35,129.45,Central,Medium
8621,2046-08-08,4688,C,31.15,Pending,625,574.19,Central,Medium
8622,2046-08-09,8485,C,58.88,Closed,175,366.44,South,Low
8623,2046-08-10,6369,A,3.92,Closed,33,832.73,North,High
8624,2046-08-11,6644,B,71.55,Active,725,747.54,South,Medium
8625,2046-08-12,5023,A,52.94,Closed,715,283.7,North,High
8626,2046-08-13,1716,C,72.5,Closed,397,26.85,North,Low
8627,2046-08-14,4967,A,78.96,Closed,254,244.94,North,High
8628,2046-08-15,8423,C,8.92,Pending,568,571.44,North,Low
8629,2046-08-16,7450,A,57.81,Pending,323,88.21,West,High
8630,2046-08-17,4215,D,64.99,Active,13,661.69,North,Low
8631,2046-08-18,8825,A,51.67,Closed,50,674.98,South,Low
8632,2046-08-19,1390,B,18.24,Pending,760,177.7,North,Low
8633,2046-08-20,4037,C,79.56,Active,233,600.36,West,Low
8634,2046-08-21,1232,D,99.75,Closed,953,610.9,South,Medium
8635,2046-08-22,4131,C,96.93,Active,994,483.2,East,Medium
8636,2046-08-23,8634,C,77.75,Active,540,953.71,South,Low
8637,2046-08-24,1233,B,41.81,Closed,616,117.08,West,High
8638,2046-08-25,2391,A,33.73,Pending,866,412.56,West,High
8639,2046-08-26,1889,B,6.85,Closed,96,884.09,Central,Medium
8640,2046-08-27,8902,A,41.63,Closed,343,392.45,East,High
8641,2046-08-28,1745,D,15.6,Closed,856,430.39,North,Low
8642,2046-08-29,1427,B,25.43,Pending,193,671.59,West,Low
8643,2046-08-30,1731,B,89.19,Closed,920,668.91,Central,High
8644,2046-08-31,1799,C,96.85,Pending,511,32.67,Central,Medium
8645,2046-09-01,7507,B,94.86,Active,451,461.14,North,Medium
8646,2046-09-02,8025,A,19.34,Pending,125,340.18,South,High
8647,2046-09-03,8624,B,90.09,Active,81,631.42,East,Medium
8648,2046-09-04,9326,B,14.15,Active,7,560.15,North,High
8649,2046-09-05,6383,D,50.77,Closed,330,654.35,North,High
8650,2046-09-06,7207,A,64.37,Pending,83,657.23,South,Medium
8651,2046-09-07,3538,C,46.25,Active,536,262.32,South,High
8652,2046-09-08,4718,A,95.18,Active,905,254.0,West,Medium
8653,2046-09-09,9232,D,33.32,Pending,626,376.58,South,Low
8654,2046-09-10,4367,A,52.74,Pending,527,249.54,South,Low
8655,2046-09-11,6008,A,7.54,Active,113,685.98,East,Medium
8656,2046-09-12,6229,B,85.22,Active,440,606.84,East,High
8657,2046-09-13,8388,B,41.34,Pending,890,224.22,East,Low
8658,2046-09-14,3415,A,70.05,Pending,854,885.26,North,High
8659,2046-09-15,8171,A,68.22,Active,762,466.06,East,Low
8660,2046-09-16,3949,C,67.63,Closed,657,135.78,East,Medium
8661,2046-09-17,5261,D,50.69,Pending,19,220.84,Central,High
8662,2046-09-18,6145,B,27.75,Active,9,544.45,East,Medium
8663,2046-09-19,4466,B,62.51,Active,832,345.04,North,High
8664,2046-09-20,4088,B,96.18,Closed,185,852.71,Central,Low
8665,2046-09-21,2115,B,83.39,Pending,38,499.79,North,Medium
8666,2046-09-22,5578,A,10.88,Active,723,916.14,North,Low
8667,2046-09-23,3590,A,2.32,Closed,904,110.81,Central,High
8668,2046-09-24,8372,C,49.9,Pending,134,671.91,Central,High
8669,2046-09-25,4573,B,77.58,Closed,945,886.93,Central,Medium
8670,2046-09-26,3978,B,31.39,Active,102,300.0,Central,Low
8671,2046-09-27,8313,A,70.12,Closed,941,144.33,North,Medium
8672,2046-09-28,8022,C,93.19,Active,149,462.08,Central,Low
8673,2046-09-29,5975,A,45.9,Active,93,961.72,South,Low
8674,2046-09-30,5925,B,24.42,Closed,802,637.13,East,High
8675,2046-10-01,9047,B,91.78,Closed,140,647.54,East,High
8676,2046-10-02,9090,D,47.23,Active,295,674.79,South,Medium
8677,2046-10-03,9051,D,40.78,Closed,864,49.36,North,High
8678,2046-10-04,6292,D,35.34,Pending,774,451.19,North,High
8679,2046-10-05,7645,C,42.3,Pending,593,86.8,East,Medium
8680,2046-10-06,6403,A,67.37,Closed,544,322.7,West,Medium
8681,2046-10-07,4430,B,43.37,Closed,188,823.38,South,Medium
8682,2046-10-08,2995,B,32.42,Pending,136,659.71,South,Low
8683,2046-10-09,7030,C,74.36,Active,166,995.62,East,Low
8684,2046-10-10,4891,B,20.3,Active,477,180.43,Central,Low
8685,2046-10-11,8145,B,20.19,Pending,991,403.08,West,Medium
8686,2046-10-12,9498,A,69.64,Active,147,811.54,North,High
8687,2046-10-13,3102,D,86.67,Closed,245,223.53,North,Low
8688,2046-10-14,4030,D,24.12,Closed,183,162.18,North,High
8689,2046-10-15,9524,C,19.11,Pending,9,433.34,North,Low
8690,2046-10-16,9107,D,67.03,Pending,436,389.89,South,High
8691,2046-10-17,1242,D,62.08,Pending,156,980.4,South,Low
8692,2046-10-18,2884,C,44.73,Pending,830,461.69,Central,High
8693,2046-10-19,9015,C,9.59,Active,688,862.34,South,Low
8694,2046-10-20,7747,D,9.18,Active,114,889.09,Central,Low
8695,2046-10-21,9494,A,77.73,Active,755,166.29,Central,Low
8696,2046-10-22,5330,C,45.18,Closed,167,718.15,North,Medium
8697,2046-10-23,8863,B,85.8,Closed,488,284.83,North,Low
8698,2046-10-24,4109,C,57.47,Pending,437,103.79,South,High
8699,2046-10-25,3186,B,61.87,Pending,223,875.96,South,High
8700,2046-10-26,2550,C,93.42,Active,191,299.51,Central,Low
8701,2046-10-27,1646,C,16.46,Active,787,351.91,East,High
8702,2046-10-28,7144,D,54.3,Active,801,330.75,North,Low
8703,2046-10-29,5656,D,5.81,Pending,576,208.29,West,High
8704,2046-10-30,9904,D,35.89,Active,794,440.16,East,Low
8705,2046-10-31,1537,A,14.81,Pending,173,434.01,North,Low
8706,2046-11-01,7572,D,18.78,Pending,257,414.66,North,High
8707,2046-11-02,1234,D,93.48,Closed,715,917.13,South,Low
8708,2046-11-03,7539,C,61.07,Closed,450,346.35,West,High
8709,2046-11-04,2374,C,89.22,Pending,501,40.08,West,Low
8710,2046-11-05,2909,A,44.35,Active,931,186.65,North,High
8711,2046-11-06,8218,B,59.76,Pending,77,724.28,Central,Medium
8712,2046-11-07,1080,C,3.21,Pending,615,594.95,West,Low
8713,2046-11-08,3083,C,46.95,Pending,226,952.22,East,Low
8714,2046-11-09,2690,B,56.41,Pending,226,697.49,Central,Low
8715,2046-11-10,1756,A,1.68,Closed,739,202.3,South,Medium
8716,2046-11-11,3670,C,78.95,Closed,608,129.44,North,Low
8717,2046-11-12,4751,D,29.54,Pending,941,525.55,North,Medium
8718,2046-11-13,9659,A,45.25,Closed,76,668.61,East,Medium
8719,2046-11-14,6261,B,53.56,Closed,33,173.98,East,Medium
8720,2046-11-15,7852,B,99.22,Active,594,605.68,South,High
8721,2046-11-16,2494,D,9.92,Closed,69,866.38,South,High
8722,2046-11-17,6740,D,55.53,Closed,851,730.29,West,Low
8723,2046-11-18,9055,D,53.06,Pending,415,667.55,Central,Medium
8724,2046-11-19,1901,A,6.89,Closed,731,791.44,North,Low
8725,2046-11-20,1672,B,63.39,Closed,448,113.04,West,High
8726,2046-11-21,9630,D,28.69,Closed,362,211.79,South,Low
8727,2046-11-22,1444,D,10.38,Pending,870,47.72,East,Medium
8728,2046-11-23,9655,B,17.86,Pending,370,153.53,West,Medium
8729,2046-11-24,3198,C,82.36,Closed,399,914.05,East,Medium
8730,2046-11-25,3287,A,10.41,Pending,814,229.92,Central,Medium
8731,2046-11-26,5008,C,46.69,Pending,120,665.48,East,Low
8732,2046-11-27,1496,D,19.53,Active,48,694.65,North,Medium
8733,2046-11-28,2463,A,16.23,Closed,68,648.87,Central,High
8734,2046-11-29,7828,C,20.57,Active,339,558.38,East,Medium
8735,2046-11-30,5253,B,49.28,Closed,85,491.27,West,High
8736,2046-12-01,1493,D,23.78,Closed,894,425.72,North,Low
8737,2046-12-02,6065,A,9.67,Active,936,917.73,North,Low
8738,2046-12-03,6430,A,80.14,Active,377,19.42,South,Low
8739,2046-12-04,2426,A,53.98,Closed,385,62.95,South,Low
8740,2046-12-05,2793,A,15.69,Active,276,497.59,West,High
8741,2046-12-06,3723,D,47.14,Active,768,337.2,South,High
8742,2046-12-07,1658,D,6.84,Pending,918,414.15,East,Medium
8743,2046-12-08,5761,B,58.04,Closed,950,997.87,South,Medium
8744,2046-12-09,8630,B,34.03,Pending,205,777.38,North,Low
8745,2046-12-10,9741,B,10.35,Closed,745,878.63,West,Low
8746,2046-12-11,9834,C,18.36,Pending,65,374.89,East,High
8747,2046-12-12,5350,B,34.57,Closed,911,247.16,North,High
8748,2046-12-13,1207,D,80.64,Pending,829,770.31,North,Low
8749,2046-12-14,5190,C,17.38,Closed,79,809.5,Central,Low
8750,2046-12-15,2883,D,10.97,Pending,526,554.4,South,High
8751,2046-12-16,3886,C,51.59,Active,325,896.98,East,High
8752,2046-12-17,1477,B,55.87,Closed,378,967.65,West,High
8753,2046-12-18,9953,B,9.02,Active,817,476.31,West,Low
8754,2046-12-19,9381,B,28.45,Pending,902,230.44,West,High
8755,2046-12-20,7854,C,26.28,Closed,681,521.94,Central,High
8756,2046-12-21,1755,D,18.62,Pending,671,989.64,East,Medium
8757,2046-12-22,5931,A,31.56,Pending,628,300.0,North,High
8758,2046-12-23,6724,D,3.71,Active,346,621.42,Central,Medium
8759,2046-12-24,5150,B,65.15,Closed,704,697.04,South,Medium
8760,2046-12-25,5060,C,98.85,Pending,857,221.79,North,Low
8761,2046-12-26,5765,C,63.4,Active,435,592.57,West,Low
8762,2046-12-27,4612,B,36.11,Active,955,321.36,South,Low
8763,2046-12-28,7553,C,66.79,Active,695,855.67,East,Low
8764,2046-12-29,8378,B,57.15,Active,885,717.61,East,High
8765,2046-12-30,2689,D,84.68,Pending,378,828.0,Central,High
8766,2046-12-31,2316,C,62.19,Pending,945,207.69,East,High
8767,2047-01-01,8130,A,63.41,Pending,743,44.23,West,Medium
8768,2047-01-02,4186,C,22.17,Closed,680,852.02,Central,Low
8769,2047-01-03,6789,B,41.56,Closed,15,392.89,Central,High
8770,2047-01-04,2145,A,34.44,Active,454,187.93,West,High
8771,2047-01-05,5394,B,1.14,Pending,193,100.98,East,Low
8772,2047-01-06,8942,C,31.33,Active,233,521.34,South,Medium
8773,2047-01-07,8548,A,48.61,Pending,263,158.63,Central,Medium
8774,2047-01-08,1560,A,59.98,Closed,446,571.03,South,Low
8775,2047-01-09,2912,C,93.46,Active,54,730.03,South,Low
8776,2047-01-10,2864,A,23.91,Pending,692,539.71,South,High
8777,2047-01-11,1296,D,15.24,Pending,947,904.66,South,Medium
8778,2047-01-12,3409,A,86.94,Pending,4,164.01,West,Low
8779,2047-01-13,8630,A,94.18,Active,257,499.01,North,Medium
8780,2047-01-14,2461,D,48.8,Closed,361,171.56,East,Medium
8781,2047-01-15,5292,B,11.52,Pending,834,877.14,North,High
8782,2047-01-16,3268,B,48.54,Active,240,932.92,North,High
8783,2047-01-17,1994,D,10.94,Pending,482,406.0,Central,Low
8784,2047-01-18,7554,A,88.32,Active,675,312.69,North,Medium
8785,2047-01-19,1007,C,70.82,Closed,461,286.52,North,High
8786,2047-01-20,3515,D,24.11,Pending,849,861.13,West,High
8787,2047-01-21,2417,C,88.67,Active,138,685.62,South,Medium
8788,2047-01-22,3316,B,63.79,Pending,451,881.79,North,Medium
8789,2047-01-23,8358,D,95.33,Active,324,126.34,North,Medium
8790,2047-01-24,4932,C,98.05,Closed,473,481.27,Central,Medium
8791,2047-01-25,7204,A,0.33,Closed,741,679.42,East,High
8792,2047-01-26,2287,D,12.02,Active,614,898.12,Central,High
8793,2047-01-27,2118,C,54.69,Closed,477,388.2,East,Low
8794,2047-01-28,9744,D,95.59,Pending,193,319.96,East,Medium
8795,2047-01-29,8637,D,99.42,Closed,307,913.84,East,Low
8796,2047-01-30,1660,B,56.74,Pending,542,57.06,West,High
8797,2047-01-31,9907,B,17.38,Closed,807,484.8,West,Medium
8798,2047-02-01,7922,A,16.31,Closed,759,464.04,South,Low
8799,2047-02-02,9104,B,76.39,Pending,906,154.6,East,Low
8800,2047-02-03,7337,B,59.19,Closed,221,401.0,West,Low
8801,2047-02-04,3529,B,54.88,Pending,172,725.37,West,High
8802,2047-02-05,4970,C,46.58,Pending,160,373.2,North,High
8803,2047-02-06,4407,D,72.51,Closed,172,316.56,East,Low
8804,2047-02-07,8416,B,85.81,Closed,63,784.08,Central,High
8805,2047-02-08,5760,C,30.3,Pending,573,988.83,North,High
8806,2047-02-09,2897,D,22.09,Active,65,781.56,West,Low
8807,2047-02-10,7364,B,67.02,Closed,169,847.88,West,Low
8808,2047-02-11,9464,B,91.47,Closed,81,940.11,West,Medium
8809,2047-02-12,5087,D,34.82,Active,759,803.75,West,Low
8810,2047-02-13,5374,C,27.24,Active,268,980.55,Central,Medium
8811,2047-02-14,8607,C,22.61,Closed,380,749.81,South,Medium
8812,2047-02-15,5019,A,25.45,Closed,770,664.91,South,Low
8813,2047-02-16,1815,D,13.49,Closed,73,696.42,East,High
8814,2047-02-17,8255,A,59.68,Active,332,901.08,West,Medium
8815,2047-02-18,1922,C,28.08,Closed,188,686.18,East,Medium
8816,2047-02-19,5867,B,61.49,Active,25,763.59,Central,Medium
8817,2047-02-20,2264,A,8.3,Active,228,223.85,East,High
8818,2047-02-21,4724,C,11.55,Pending,118,913.52,South,High
8819,2047-02-22,3722,C,53.61,Active,445,452.74,South,Medium
8820,2047-02-23,6355,B,51.15,Pending,108,169.46,South,High
8821,2047-02-24,3550,D,27.15,Active,242,801.79,East,Medium
8822,2047-02-25,6319,C,82.71,Active,611,362.83,West,Medium
8823,2047-02-26,7686,A,18.7,Pending,534,192.28,North,High
8824,2047-02-27,2673,B,36.07,Pending,481,263.69,South,Low
8825,2047-02-28,5587,D,55.55,Pending,503,44.6,East,Medium
8826,2047-03-01,6353,D,86.72,Pending,498,99.72,North,Medium
